,Name,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,n_price
3086,Chevrolet Enjoy TCDi LS 8 Seater,5947.88,2014,74041,Diesel,Manual,First,18.2 kmpl,1248 CC,8.0,17954
3087,BMW 3 Series 320d,20051.12,2013,85846,Diesel,Automatic,First,22.69 kmpl,1995 CC,5.0,69518
3088,Nissan Sunny 2011-2014 Diesel XV,5365.36,2012,52000,Diesel,Manual,First,21.64 kmpl,1461 CC,5.0,18217
3089,Honda Accord 2.4 MT,5365.36,2010,47000,Petrol,Manual,Second,12.8 kmpl,2354 CC,5.0,19742
3090,Hyundai Verna CRDi,6821.67,2010,72010,Diesel,Manual,First,16.8 kmpl,1493 CC,5.0,24531
3091,Maruti Omni E MPI STD BS IV,3602.46,2015,15000,Petrol,Manual,First,16.8 kmpl,796 CC,8.0,7824
3092,Honda City i VTEC SV,7664.8,2015,480000,Petrol,Manual,First,17.4 kmpl,1497 CC,5.0,23228
3093,Audi A7 2011-2015 Sportback,42922.88,2012,24720,Diesel,Automatic,Second,15.2 kmpl,2967 CC,5.0,32940
3094,Ford Fiesta 1.4 ZXi Leather,3065.92,2007,75000,Petrol,Manual,Second,16.6 kmpl,1388 CC,5.0,25512
3095,Hyundai i20 1.4 Asta,9734.3,2015,57000,Diesel,Manual,First,22.54 kmpl,1396 CC,5.0,20497
3096,Mercedes-Benz E-Class E250 CDI Avantgrade,37756.8,2015,41057,Diesel,Automatic,First,13.0 kmpl,2143 CC,5.0,72712
3097,Maruti Wagon R LXI CNG,4598.88,2012,92000,CNG,Manual,Second,26.2 kmpl,998 CC,5.0,9114
3098,Ford EcoSport 1.5 TDCi Trend Plus,12110.38,2016,20000,Diesel,Manual,First,22.77 kmpl,1498 CC,5.0,26348
3099,Hyundai i20 1.2 Magna,4982.12,2011,52359,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0,14373
3100,Honda City i VTEC V,12646.92,2016,17000,Petrol,Manual,Second,17.8 kmpl,1497 CC,5.0,23926
3101,Nissan Micra Diesel XV,4368.94,2011,39002,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0,20503
3102,Ford Figo Diesel EXI,4905.47,2010,129986,Diesel,Manual,Second,20.0 kmpl,1399 CC,5.0,27364
3103,Nissan Micra XL,2682.68,2013,45000,Petrol,Manual,First,18.44 kmpl,1198 CC,5.0,10915
3104,Maruti Swift VDI BSIV,5181.4,2013,41300,Diesel,Manual,First,17.8 kmpl,1248 CC,5.0,17022
3105,Honda Accord 2.4 MT,8814.52,2009,82002,Petrol,Manual,Second,12.8 kmpl,2354 CC,5.0,25710
3106,Skoda Superb Elegance 1.8 TSI AT,7204.91,2010,67000,Petrol,Automatic,First,13.7 kmpl,1798 CC,5.0,39307
3107,Maruti Omni 8 Seater BSIV,4445.58,2017,21260,Petrol,Manual,First,14.0 kmpl,796 CC,5.0,7107
3108,Hyundai i20 Magna Optional 1.4 CRDi,6515.08,2012,55362,Diesel,Manual,First,21.9 kmpl,1396 CC,5.0,17921
3109,Hyundai Creta 1.6 CRDi AT SX Plus,22227.92,2017,13000,Diesel,Automatic,First,17.01 kmpl,1582 CC,5.0,39473
3110,Maruti Swift VDI BSIV,8186.01,2016,45725,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0,17619
3111,Maruti Swift LDI BSIV,5901.9,2014,105000,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0,14770
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,13030.16,2009,156056,Diesel,Manual,First,12.8 kmpl,2494 CC,8.0,43074
3113,Hyundai Xcent 1.1 CRDi Base,6438.43,2016,135000,Diesel,Manual,First,24.4 kmpl,1120 CC,5.0,12157
3114,Maruti Ertiga Paseo VDI,10347.48,2016,67000,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0,20871
3115,Ford Endeavour 3.2 Trend AT 4X4,39856.96,2016,90000,Diesel,Automatic,First,10.91 kmpl,3198 CC,7.0,47651
3116,Hyundai i20 1.4 Sportz,13198.79,2019,32251,Diesel,Manual,First,22.54 kmpl,1396 CC,5.0,24894
3117,Maruti Zen Estilo LXI BS IV,2238.12,2009,47000,Petrol,Manual,First,19.0 kmpl,998 CC,5.0,9169
3118,Maruti Ritz VDi,4292.29,2011,75308,Diesel,Manual,Second,21.1 kmpl,1248 CC,5.0,14919
3119,Maruti Alto K10 LXI CNG Optional,6131.84,2018,44202,CNG,Manual,First,32.26 kmpl,998 CC,4.0,9487
3120,Honda City 1.5 S MT,8385.29,2014,58000,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0,21193
3121,Maruti Swift Dzire ZXi,3755.75,2009,60000,Petrol,Manual,First,17.5 kmpl,1298 CC,5.0,16590
3122,BMW X1 sDrive 20d Sportline,32958.64,2014,45000,Diesel,Automatic,First,17.05 kmpl,1995 CC,5.0,68630
3123,Tata Manza Aqua Safire,2115.48,2010,41195,Petrol,Manual,First,15.0 kmpl,1368 CC,5.0,22282
3124,Mahindra XUV500 W10 2WD,20694.96,2016,89000,Diesel,Manual,First,16.0 kmpl,2179 CC,7.0,42263
3125,Hyundai i10 Sportz AT,4752.18,2009,60510,Petrol,Automatic,Second,16.95 kmpl,1197 CC,5.0,16833
3126,Maruti Baleno Sigma 1.2,8415.95,2016,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,5.0,14371
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,14578.45,2017,35981,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0,24338
3128,Ford Figo Petrol ZXI,3663.77,2012,23152,Petrol,Manual,First,15.6 kmpl,1196 CC,5.0,11791
3129,Maruti Wagon R CNG LXI,4982.12,2014,74663,CNG,Manual,First,33.54 kmpl,998 CC,5.0,9103
3130,Volkswagen Vento Sport 1.2 TSI AT,8661.22,2014,61529,Petrol,Automatic,First,18.19 kmpl,1197 CC,5.0,16228
3131,Mahindra Xylo D2 BS III,2835.98,2010,91596,Diesel,Manual,First,14.95 kmpl,2489 CC,7.0,20239
3132,Porsche Cayenne Base,3096.58,2019,14298,Petrol,Automatic,First,13.33 kmpl,2995 CC,5.0,5347
3133,Maruti Swift Dzire VDi,8891.17,2013,83327,Diesel,Manual,First,19.3 kmpl,1248 CC,5.0,19803
3134,Volkswagen Polo 1.2 MPI Highline Plus,10577.42,2017,22857,Petrol,Manual,First,16.2 kmpl,1199 CC,5.0,19470
3135,Hyundai Verna 1.6 VTVT,8201.34,2013,34620,Petrol,Manual,Second,17.01 kmpl,1591 CC,5.0,23974
3136,Hyundai i10 Era 1.1,4368.94,2010,56000,Petrol,Manual,First,19.81 kmpl,1086 CC,5.0,10817
3137,Mercedes-Benz E-Class E250 CDI Launch Edition,34874.84,2014,81000,Diesel,Automatic,First,13.0 kmpl,2143 CC,5.0,77199
3138,Maruti Zen LXI,689.83,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,5.0,14107
3139,Hyundai i10 Sportz,7112.93,2013,32776,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0,13333
3140,Honda Amaze S i-Dtech,8078.7,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0,18107
3141,Tata Safari Storme VX,15329.6,2016,36000,Diesel,Manual,First,14.1 kmpl,2179 CC,7.0,28502
3142,Honda Brio 1.2 S MT,6055.19,2015,22000,Petrol,Manual,First,18.5 kmpl,1198 CC,5.0,13012
3143,Hyundai i20 Asta,5181.4,2010,30754,Petrol,Manual,First,17.0 kmpl,1197 CC,5.0,15144
3144,Volkswagen Jetta 2012-2014 1.4 TSI,25753.73,2018,37109,Petrol,Manual,First,14.69 kmpl,1390 CC,5.0,44210
3145,Honda Jazz Select Edition,3050.59,2010,45000,Petrol,Manual,First,16.7 kmpl,1198 CC,5.0,13720
3146,Hyundai Grand i10 Sportz,8952.49,2017,33284,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,14171
3147,Jaguar XF Diesel,55416.5,2016,55115,Diesel,Automatic,First,14.74 kmpl,2993 CC,5.0,107146
3148,Jaguar XF 2.2 Litre Luxury,39397.07,2014,18000,Diesel,Automatic,First,16.36 kmpl,2179 CC,5.0,75005
3149,Mahindra XUV500 W8 2WD,14164.55,2013,130790,Diesel,Manual,First,16.0 kmpl,2179 CC,7.0,40298
3150,Maruti S Cross DDiS 320 Alpha,11727.14,2015,16607,Diesel,Manual,First,22.7 kmpl,1598 CC,5.0,27394
3151,Audi A4 2.0 TDI 177 Bhp Premium Plus,38799.22,2015,32205,Diesel,Automatic,First,17.11 kmpl,1968 CC,5.0,85447
3152,Renault Duster 110PS Diesel RxZ,7281.56,2013,67000,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0,21079
3153,Maruti Swift Dzire VXI,10255.5,2014,57676,Petrol,Manual,First,19.1 kmpl,1197 CC,5.0,15635
3154,Volkswagen Polo Petrol Trendline 1.2L,4752.18,2012,41000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0,13763
3155,Maruti Omni 8 Seater BSII,2376.09,2012,65000,Petrol,Manual,First,19.7 kmpl,796 CC,8.0,7974
3156,Hyundai Grand i10 1.2 Kappa Magna AT,10485.45,2019,12153,Petrol,Automatic,First,18.9 kmpl,1197 CC,5.0,16381
3157,Tata Nano Twist XT,2452.74,2014,16810,Petrol,Manual,First,25.4 kmpl,624 CC,4.0,6078
3158,Audi A4 30 TFSI Premium Plus,33311.22,2017,61221,Petrol,Automatic,First,17.84 kmpl,1395 CC,5.0,41742
3159,Volkswagen Polo 1.2 MPI Highline,7281.56,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0,15480
3160,Maruti Alto 800 LXI,3755.75,2015,63714,Petrol,Manual,First,22.74 kmpl,796 CC,5.0,7474
3161,Mini Cooper 5 DOOR D,48364.89,2019,14857,Diesel,Automatic,First,20.7 kmpl,1496 CC,5.0,71046
3162,Audi A4 New 2.0 TDI Multitronic,15712.84,2012,69000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,5.0,63499
3163,Ford Endeavour Titanium 4X2,41941.79,2019,14648,Diesel,Manual,First,12.62 kmpl,2198 CC,7.0,73666
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,9964.24,2013,100000,Petrol,Manual,Second,15.8 kmpl,1499 CC,5.0,21463
3165,Hyundai Grand i10 Magna,6515.08,2016,22000,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,13169
3166,Chevrolet Sail 1.2 LS,8431.28,2014,10000,Petrol,Manual,First,18.2 kmpl,1199 CC,5.0,14801
3167,Maruti Swift Dzire LXI,6131.84,2015,107000,Petrol,Manual,First,20.85 kmpl,1197 CC,5.0,12886
3168,Tata Zest Revotron 1.2T XM,7128.26,2017,48198,Petrol,Manual,First,17.57 kmpl,1193 CC,5.0,14008
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,43689.36,2015,15000,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0,102927
3170,Chevrolet Cruze LTZ,10899.35,2014,80073,Diesel,Manual,First,17.3 kmpl,1998 CC,5.0,34334
3171,Maruti Ritz VDi,5978.54,2013,85388,Diesel,Manual,First,21.1 kmpl,1248 CC,5.0,15517
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,8584.58,2017,14700,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,14199
3173,Maruti Dzire LDI,3449.16,2012,150000,Diesel,Manual,Third,28.4 kmpl,1248 CC,5.0,12336
3174,Hyundai Verna 1.6 SX,5978.54,2011,34994,Diesel,Manual,First,22.32 kmpl,1582 CC,5.0,22489
3175,Jaguar XF Diesel,43888.64,2014,82536,Diesel,Automatic,First,14.74 kmpl,2993 CC,5.0,75680
3176,Skoda Superb Elegance 1.8 TSI AT,11113.96,2013,82000,Petrol,Automatic,First,13.7 kmpl,1798 CC,5.0,47695
3177,Maruti Wagon R LXI,3065.92,2006,52000,Petrol,Manual,Second,18.9 kmpl,998 CC,5.0,10202
3178,Volkswagen Polo Petrol Highline 1.2L,5365.36,2011,20000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0,14886
3179,Honda Civic 2010-2013 1.8 S MT,7664.8,2011,55000,Petrol,Manual,First,14.8 kmpl,1799 CC,5.0,24738
3180,Maruti Eeco CNG 5 Seater AC,5702.61,2015,47001,CNG,Manual,First,20.0 kmpl,1196 CC,5.0,14804
3181,Maruti Wagon R VXI,5288.71,2014,52000,Petrol,Manual,First,22.5 kmpl,998 CC,5.0,9289
3182,Maruti Swift Dzire VDI,6898.32,2013,43284,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0,16781
3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,22013.31,2018,23875,Petrol,Automatic,First,13.0 kmpl,1591 CC,5.0,26727
3184,Hyundai Grand i10 Asta,8431.28,2016,51866,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,14405
3185,Nissan Micra Diesel XV Premium,4598.88,2013,69000,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0,19289
3186,Hyundai Grand i10 1.2 Kappa Asta,9320.4,2017,62788,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,14641
3187,Volkswagen Vento Diesel Highline,7664.8,2013,150000,Diesel,Manual,First,20.54 kmpl,1598 CC,5.0,27563
3188,Toyota Fortuner 4x2 AT,31042.44,2015,47566,Diesel,Automatic,First,12.55 kmpl,2982 CC,7.0,21797
3189,Hyundai Santro GS zipDrive - Euro II,1839.55,2002,67000,Petrol,Manual,Third,12.8kmpl,999 CC,5.0,11757
3190,Toyota Innova Crysta 2.8 GX AT,27593.28,2018,20300,Diesel,Automatic,First,11.36 kmpl,2755 CC,7.0,65235
3191,Mercedes-Benz A Class A180 CDI,26826.8,2015,48300,Diesel,Automatic,First,20.0 kmpl,2143 CC,5.0,94222
3192,Hyundai EON D Lite,3219.22,2013,30000,Petrol,Manual,First,21.1 kmpl,814 CC,5.0,6548
3193,Hyundai Elantra CRDi SX,11497.2,2012,36000,Diesel,Manual,Second,22.7 kmpl,1582 CC,5.0,25256
3194,Mini Cooper 3 DOOR D,37971.42,2015,27641,Diesel,Automatic,Second,20.7 kmpl,1496 CC,4.0,61623
3195,Renault Duster 110PS Diesel RXZ Option,13260.1,2015,60000,Diesel,Manual,First,19.64 kmpl,1461 CC,5.0,26673
3196,Ford Endeavour 3.2 Titanium AT 4X4,54420.08,2019,9000,Diesel,Automatic,First,10.91 kmpl,3198 CC,7.0,136273
3197,Toyota Corolla Altis GL MT,16096.08,2014,60750,Petrol,Manual,First,14.28 kmpl,1798 CC,5.0,40728
3198,Mahindra XUV500 W7,19928.48,2018,9000,Diesel,Manual,First,14.0 kmpl,2179 CC,7.0,28128
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,40623.44,2012,41100,Diesel,Automatic,First,16.77 kmpl,2993 CC,5.0,39127
3200,Maruti Wagon R LX BSIII,2146.14,2004,60000,Petrol,Manual,Second,17.3 kmpl,1061 CC,5.0,14630
3201,Honda City i VTEC SV,11512.53,2017,38424,Petrol,Manual,First,17.8 kmpl,1497 CC,5.0,23710
3202,Maruti Swift VDI,6591.73,2014,50000,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,17323
3203,Honda City i-VTEC CVT VX,13719.99,2015,19000,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0,20814
3204,Maruti Ertiga VDI,10592.75,2015,58734,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0,22205
3205,Renault Duster 110PS Diesel RxZ,14946.36,2016,65257,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0,25561
3206,Maruti Swift Dzire VDi,6131.84,2010,130000,Diesel,Manual,Second,19.3 kmpl,1248 CC,5.0,21554
3207,Maruti Ritz VDi,5595.3,2011,79000,Diesel,Manual,First,23.2 kmpl,1248 CC,5.0,16988
3208,Mahindra XUV500 W8 4WD,16479.32,2013,78000,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0,33274
3209,Honda Brio S MT,6913.65,2015,49133,Petrol,Manual,First,19.4 kmpl,1198 CC,5.0,12950
3210,Mercedes-Benz M-Class ML 350 4Matic,75452.29,2016,22769,Diesel,Automatic,First,15.0 kmpl,2987 CC,5.0,159423
3211,Tata Manza Club Class Quadrajet90 LS,5671.95,2014,54448,Diesel,Manual,First,21.02 kmpl,1248 CC,5.0,14629
3212,Toyota Innova 2.5 V Diesel 7-seater,19913.15,2014,158793,Diesel,Manual,First,12.8 kmpl,2494 CC,7.0,45881
3213,Maruti Swift VXI,6361.78,2015,62088,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,12594
3214,Hyundai Verna 1.6 EX VTVT,6745.02,2012,14800,Petrol,Manual,First,17.01 kmpl,1591 CC,5.0,23930
3215,Honda Mobilio S i VTEC,6515.08,2015,26000,Petrol,Manual,First,17.3 kmpl,1497 CC,7.0,19452
3216,Honda Amaze S i-Vtech,6515.08,2017,32005,Petrol,Manual,First,18.0 kmpl,1198 CC,5.0,13596
3217,Honda City i-VTEC CVT VX,11803.79,2017,35000,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0,23883
3218,Land Rover Range Rover 2.2L Dynamic,60935.16,2015,52000,Diesel,Automatic,First,12.7 kmpl,2179 CC,5.0,117764
3219,Honda City i-VTEC V,13030.16,2017,11000,Petrol,Manual,First,17.4 kmpl,1497 CC,5.0,26479
3220,Mercedes-Benz E-Class 280 Elegance,10730.72,2008,62000,Petrol,Automatic,First,9.5 kmpl,2997 CC,5.0,15485
3221,Ford Ikon 1.3 Flair,1226.37,2002,65134,Petrol,Manual,Third,13.8 kmpl,1299 CC,5.0,20600
3222,Toyota Fortuner 4x2 Manual,23377.64,2013,71000,Diesel,Manual,First,13.0 kmpl,2982 CC,7.0,36078
3223,Maruti A-Star Vxi,3449.16,2008,51366,Petrol,Manual,First,19.0 kmpl,998 CC,5.0,10323
3224,Tata Sumo EX,7434.86,2016,46300,Diesel,Manual,First,14.07 kmpl,1948 CC,7.0,21753
3225,Honda City V AT,9841.6,2012,60908,Petrol,Automatic,Second,15.6 kmpl,1497 CC,5.0,22356
3226,Nissan Micra XV D,3832.4,2012,93450,Diesel,Manual,Second,23.19 kmpl,1461 CC,5.0,16281
3227,Hyundai Verna SX CRDi AT,8814.52,2011,104000,Diesel,Automatic,First,19.08 kmpl,1582 CC,5.0,30160
3228,Maruti 800 Std,766.48,2003,52000,Petrol,Manual,First,16.1 kmpl,796 CC,4.0,11818
3229,Mahindra XUV500 W8 4WD,17659.7,2015,42999,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0,32050
3230,Maruti SX4 VDI,6898.32,2014,90000,Diesel,Manual,First,21.5 kmpl,1248 CC,5.0,16191
3231,Hyundai i20 Sportz AT 1.4,7281.56,2013,72000,Petrol,Automatic,First,15.0 kmpl,1396 CC,5.0,24935
3232,Hyundai Creta 1.6 CRDi SX,20756.28,2019,54321,Diesel,Manual,First,19.67 kmpl,1582 CC,5.0,37220
3233,Mercedes-Benz E-Class E250 CDI Avantgrade,35886.59,2015,59630,Diesel,Automatic,First,13.0 kmpl,2143 CC,5.0,73489
3234,Toyota Fortuner 4x2 AT,29509.48,2013,116000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,7.0,28671
3235,Volvo S60 D4 KINETIC,30659.2,2015,34000,Diesel,Automatic,First,9.0 kmpl,1984 CC,5.0,66289
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,19928.48,2011,70000,Diesel,Automatic,First,14.21 kmpl,2143 CC,5.0,74879
3237,Honda Accord 2.4 Elegance M/T,6116.51,2010,80000,Petrol,Manual,First,10.2 kmpl,2354 CC,5.0,29347
3238,Honda Amaze S i-Dtech,7128.26,2015,110000,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0,13638
3239,Maruti Dzire ZDI,7128.26,2013,56454,Diesel,Manual,First,28.4 kmpl,1248 CC,5.0,14923
3240,Maruti Swift LXI,4828.82,2013,60000,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,12199
3241,Toyota Corolla Altis G HV AT,12646.92,2013,56000,Petrol,Automatic,First,14.53 kmpl,1798 CC,5.0,57072
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,99642.4,2012,63000,Diesel,Automatic,Second,11.49 kmpl,4367 CC,5.0,56296
3243,Maruti Swift VDI,6898.32,2012,63000,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,17338
3244,Jeep Compass 2.0 Limited Option 4X4,26826.8,2017,15050,Diesel,Manual,First,16.3 kmpl,1956 CC,5.0,47206
3245,Maruti Swift VXI BSIV,6607.06,2016,29401,Petrol,Manual,First,20.4 kmpl,1197 CC,5.0,13737
3246,Honda Jazz 1.2 SV i VTEC,9504.35,2016,25238,Petrol,Manual,First,18.7 kmpl,1199 CC,5.0,14878
3247,Toyota Etios GD,7158.92,2011,79000,Diesel,Manual,First,23.59 kmpl,1364 CC,5.0,22521
3248,Volkswagen Polo Petrol Trendline 1.2L,5089.43,2011,58752,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0,14494
3249,Honda Civic 2006-2010 1.8 V AT,5748.6,2011,62000,Petrol,Automatic,First,12.9 kmpl,1799 CC,5.0,36975
3250,Toyota Etios G SP,7204.91,2013,132000,Petrol,Manual,First,16.78 kmpl,1496 CC,5.0,22970
3251,Hyundai Verna 1.6 SX VTVT,9964.24,2016,51000,Petrol,Manual,First,17.01 kmpl,1591 CC,5.0,25152
3252,Toyota Innova 2.5 G4 Diesel 8-seater,11113.96,2009,185200,Diesel,Manual,First,12.8 kmpl,2494 CC,8.0,41100
3253,Maruti SX4 S Cross DDiS 320 Zeta,13704.66,2016,61717,Diesel,Manual,First,22.7 kmpl,1598 CC,5.0,30126
3254,Ford Freestyle Titanium Plus Petrol,11251.93,2018,8896,Petrol,Manual,First,19.0 kmpl,1194 CC,5.0,16339
3255,Maruti Baleno Alpha 1.2,10577.42,2016,17000,Petrol,Manual,First,21.4 kmpl,1197 CC,5.0,17341
3256,Honda Jazz V,9044.46,2016,31378,Petrol,Manual,First,18.2 kmpl,1199 CC,5.0,14875
3257,Hyundai Verna 1.6 CRDi EX AT,10347.48,2013,114000,Diesel,Automatic,First,22.32 kmpl,1582 CC,5.0,25810
3258,Honda Amaze VX i-DTEC,6285.14,2014,81000,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0,14197
3259,Audi Q3 30 TDI Premium FWD,41389.92,2017,31000,Diesel,Automatic,First,18.51 kmpl,1968 CC,5.0,113352
3260,Skoda Rapid 2013-2016 1.6 MPI Ambition,6898.32,2014,35000,Petrol,Manual,First,15.0 kmpl,1598 CC,5.0,23744
3261,Audi A4 2.0 TDI 177 Bhp Premium Plus,22227.92,2013,60001,Diesel,Automatic,First,17.11 kmpl,1968 CC,5.0,71000
3262,Maruti Swift Dzire VDI,8048.04,2014,75074,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0,18613
3263,Tata Indica Vista Quadrajet LS,1839.55,2012,80000,Diesel,Manual,Second,22.3 kmpl,1248 CC,5.0,11139
3264,Toyota Innova 2.5 G (Diesel) 8 Seater,7588.15,2006,147350,Diesel,Manual,Second,12.99 kmpl,2494 CC,8.0,44160
3265,Renault Duster 110PS Diesel RxZ Plus,11497.2,2013,60000,Diesel,Manual,First,19.64 kmpl,1461 CC,5.0,24990
3266,Mercedes-Benz E-Class E400 Cabriolet,73582.08,2015,7501,Petrol,Automatic,First,10.0 kmpl,2996 CC,4.0,121966
3267,Honda Amaze S i-Dtech,6821.67,2015,58000,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0,16084
3268,Mercedes-Benz GLE 350d,91441.06,2018,29277,Diesel,Automatic,First,11.57 kmpl,2987 CC,5.0,164996
3269,Maruti Ritz VDi,6714.36,2015,57034,Diesel,Manual,First,23.2 kmpl,1248 CC,5.0,17302
3270,Maruti Ciaz ZDi Plus SHVS,12110.38,2016,40810,Diesel,Manual,First,28.09 kmpl,1248 CC,5.0,21779
3271,Hyundai Santro Xing GL,2881.96,2008,35268,Petrol,Manual,Second,17.9 kmpl,1086 CC,5.0,10399
3272,BMW 5 Series 520d Sedan,16096.08,2008,81000,Diesel,Automatic,Second,18.48 kmpl,1995 CC,5.0,88384
3273,Maruti Baleno Delta CVT,11175.28,2018,34630,Petrol,Automatic,First,21.4 kmpl,1197 CC,5.0,16747
3274,Ford Fiesta Diesel Titanium Plus,9197.76,2012,45122,Diesel,Manual,First,23.5 kmpl,1498 CC,5.0,20798
3275,Mahindra XUV500 W8 2WD,10270.83,2011,126000,Diesel,Manual,Third,16.0 kmpl,2179 CC,7.0,36784
3276,Maruti Alto LXi,2299.44,2009,63000,Petrol,Manual,First,19.7 kmpl,796 CC,5.0,8697
3277,Mini Cooper 3 DOOR D,36484.45,2016,32298,Diesel,Automatic,First,20.7 kmpl,1496 CC,4.0,65049
3278,Mahindra XUV500 W8 4WD,11911.1,2014,63288,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0,29185
3279,Hyundai Santro Xing GLS,5089.43,2012,43337,Petrol,Manual,First,17.92 kmpl,1086 CC,5.0,10989
3280,Maruti Swift VDI,7572.82,2015,46561,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,16404
3281,Mercedes-Benz A Class A180 CDI,16862.56,2013,34000,Diesel,Automatic,Second,20.0 kmpl,2143 CC,5.0,70280
3282,Renault KWID RXT,5212.06,2016,48000,Petrol,Manual,First,25.17 kmpl,799 CC,5.0,7683
3283,Maruti Swift VDI,6392.44,2013,56263,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,16288
3284,Maruti Zen LXI,1916.2,2005,84060,Petrol,Manual,Second,17.3 kmpl,993 CC,5.0,13656
3285,Hyundai Grand i10 Magna AT,8354.63,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197 CC,5.0,15363
3286,Tata Manza Aura Quadrajet BS IV,3970.37,2012,79000,Diesel,Manual,First,21.12 kmpl,1248 CC,5.0,14202
3287,Mahindra XUV500 W10 AWD,18410.85,2015,87900,Diesel,Manual,First,16.0 kmpl,2179 CC,7.0,46327
3288,Maruti Swift Dzire 1.2 Vxi BSIV,3755.75,2010,72425,Petrol,Manual,Second,17.5 kmpl,1197 CC,5.0,12823
3289,Audi Q3 35 TDI Quattro Premium Plus,44455.84,2015,38000,Diesel,Automatic,First,15.73 kmpl,1968 CC,5.0,90425
3290,Ford Fiesta 1.4 SXi TDCi,3679.1,2008,83000,Diesel,Manual,Second,17.8 kmpl,1399 CC,5.0,23795
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,18380.19,2010,107000,Diesel,Automatic,First,14.84 kmpl,2143 CC,5.0,79491
3292,Honda City i VTEC CVT VX,12110.38,2015,51000,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0,25369
3293,Toyota Innova 2.5 GX 7 STR,9581.0,2010,140000,Diesel,Manual,Third,12.8 kmpl,2494 CC,7.0,44012
3294,Chevrolet Beat LT,2759.33,2011,48000,Petrol,Manual,Second,18.6 kmpl,1199 CC,5.0,10940
3295,Maruti Wagon R LXI CNG,4292.29,2013,62000,CNG,Manual,First,26.6 kmpl,998 CC,5.0,9341
3296,Honda Jazz 1.2 S i VTEC,7511.5,2015,31000,Petrol,Manual,First,18.7 kmpl,1199 CC,5.0,12976
3297,Nissan Micra XL Primo,3449.16,2010,75055,Petrol,Manual,First,18.06 kmpl,1198 CC,5.0,13322
3298,Maruti Ciaz AT ZXi,13628.01,2017,51210,Petrol,Automatic,First,19.12 kmpl,1373 CC,5.0,26309
3299,Toyota Fortuner 4x2 AT,22994.4,2012,87000,Diesel,Automatic,First,12.55 kmpl,2982 CC,7.0,47115
3300,Ford Aspire Ambiente Diesel,8661.22,2018,17000,Diesel,Manual,First,26.1 kmpl,1498 CC,5.0,16580
