Name,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats
Hyundai Accent GLS,2912.62,2008,80000,Petrol,Manual,Second,13.2 kmpl,1495 CC,5.0
Maruti Celerio ZXI AT,6515.08,2016,30000,Petrol,Automatic,Second,23.1 kmpl,998 CC,5.0
Jaguar XF 2.2 Litre Luxury,40623.44,2014,43000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,5.0
Audi A6 2.7 TDI,34491.6,2013,90000,Diesel,Automatic,Second,12.4 kmpl,2698 CC,5.0
Nissan Micra Diesel XV,5058.77,2011,123880,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0
Honda Amaze S i-Vtech,6591.73,2015,42000,Petrol,Manual,Second,18.0 kmpl,1198 CC,5.0
Renault Duster 85PS Diesel RxL Option,8048.04,2012,79824,Diesel,Manual,First,19.87 kmpl,1461 CC,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,18012.28,2015,75000,Diesel,Manual,First,12.99 kmpl,2494 CC,8.0
Honda Amaze E i-Vtech,6515.08,2014,72411,Petrol,Manual,First,18.0 kmpl,1198 CC,5.0
Mercedes-Benz New C-Class C 250 CDI Elegance,21798.69,2012,63000,Diesel,Automatic,First,14.94 kmpl,2143 CC,5.0
Toyota Etios Liva G,6438.43,2015,53713,Petrol,Manual,First,17.71 kmpl,1197 CC,5.0
Toyota Innova Crysta 2.8 GX AT 8S,27976.52,2017,18000,Diesel,Automatic,First,11.36 kmpl,2755 CC,8.0
Mercedes-Benz New C-Class 200 CDI Elegance,28359.76,2013,51000,Diesel,Manual,First,15.8 kmpl,2148 CC,5.0
Maruti Swift VXI BSIII,3679.1,2008,86700,Petrol,Manual,Second,16.1 kmpl,1298 CC,5.0
Maruti Baleno Alpha 1.3,9964.24,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,5.0
Hyundai Santro Xing GL Plus LPG,4905.47,2014,56000,LPG,Manual,First,13.45 kmpl,1086 CC,5.0
Maruti Celerio VXI AT,6116.51,2015,33000,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0
Ford Ecosport 1.5 DV5 MT Ambiente,8354.63,2014,64394,Diesel,Manual,First,22.7 kmpl,1498 CC,5.0
Tata Manza Aura Quadrajet,4138.99,2010,76000,Diesel,Manual,First,18.8 kmpl,1248 CC,5.0
Honda Jazz 1.5 SV i DTEC,9581.0,2016,48719,Diesel,Manual,First,27.3 kmpl,1498 CC,5.0
Mahindra XUV500 W8 2WD,20357.71,2016,59711,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0
Nissan Micra Diesel XV Premium,5671.95,2012,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,60567.25,2018,10714,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0
Tata Manza Aura Plus Quadrajet BS IV,2146.14,2010,127510,Diesel,Manual,Second,19.0 kmpl,1248 CC,5.0
Maruti Swift VDI,5365.36,2014,35010,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0
Maruti Swift Dzire 1.2 Lxi BSIV,5794.59,2012,75451,Petrol,Manual,First,17.5 kmpl,1197 CC,5.0
Tata Indigo eCS LS (TDI) BS-III,4138.99,2015,83000,Diesel,Manual,First,19.09 kmpl,1405 CC,5.0
Honda Amaze S i-Dtech,4905.47,2013,38755,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0
Maruti Swift VXI BSIV,7664.8,2016,30000,Petrol,Manual,First,20.4 kmpl,1197 CC,5.0
Maruti Ertiga ZDI,10730.72,2012,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0
Hyundai Grand i10 Era,4368.94,2014,19500,Petrol,Manual,Second,18.9 kmpl,1197 CC,5.0
Nissan Micra Active XV,6515.08,2016,41000,Petrol,Manual,First,19.69 kmpl,1198 CC,5.0
Hyundai Grand i10 Asta Option,7511.5,2014,30000,Petrol,Manual,Second,18.9 kmpl,1197 CC,5.0
Jeep Compass 2.0 Sport,25907.02,2017,37000,Diesel,Manual,First,17.1 kmpl,1956 CC,5.0
Volkswagen Polo Diesel Comfortline 1.2L,6515.08,2014,62000,Diesel,Manual,Second,22.07 kmpl,1199 CC,5.0
Honda Amaze S AT i-Vtech,6653.05,2015,42023,Petrol,Automatic,First,15.5 kmpl,1198 CC,5.0
BMW X3 xDrive20d Advantage Edition,26060.32,2012,51001,Diesel,Automatic,First,16.09 kmpl,1995 CC,5.0
BMW 3 Series 320d Luxury Line,43612.71,2017,55389,Diesel,Automatic,First,18.88 kmpl,1995 CC,5.0
Honda City V AT,9427.7,2014,46728,Petrol,Automatic,First,15.6 kmpl,1497 CC,5.0
Mahindra Ssangyong Rexton RX5,14179.88,2014,58995,Diesel,Manual,First,12.83 kmpl,2696 CC,7.0
Maruti Swift Dzire LDI,7434.86,2015,37857,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0
Maruti Swift VDI BSIV,7358.21,2014,71000,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0
Honda Brio S Option MT,3525.81,2012,49024,Petrol,Manual,First,18.4 kmpl,1198 CC,5.0
Hyundai Grand i10 Sportz,7281.56,2016,10770,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0
Tata Zest Quadrajet 1.3 75PS XM,7664.8,2017,72000,Diesel,Manual,First,22.95 kmpl,1248 CC,5.0
Hyundai EON Era Plus,3832.4,2015,91000,Petrol,Manual,First,21.1 kmpl,814 CC,5.0
Hyundai i20 1.2 Spotz,9121.11,2017,14000,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Volvo S60 D4 KINETIC,24527.36,2014,48000,Diesel,Automatic,Second,9.0 kmpl,1984 CC,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,9427.7,2014,75136,Diesel,Manual,First,22.7 kmpl,1498 CC,5.0
Maruti Ritz VXI,6208.49,2014,32500,Petrol,Manual,Second,21.1 kmpl,1197 CC,5.0
Hyundai i20 1.4 CRDi Magna,4752.18,2010,94500,Diesel,Manual,Second,21.9 kmpl,1396 CC,5.0
Maruti Dzire VXI,8415.95,2013,34900,Petrol,Manual,First,22.0 kmpl,1197 CC,5.0
Porsche Panamera 2010 2013 4S,65779.31,2010,42400,Petrol,Automatic,Third,8.0 kmpl,4806 CC,4.0
Maruti Swift VDi BSIII W/ ABS,8737.87,2015,50000,Diesel,Manual,First,17.8 kmpl,1248 CC,5.0
Honda Brio S MT,4368.94,2014,35000,Petrol,Manual,First,19.4 kmpl,1198 CC,5.0
Chevrolet Beat LS,3602.46,2012,37000,Petrol,Manual,Second,18.6 kmpl,1199 CC,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,22626.49,2018,32807,Petrol,Automatic,First,13.0 kmpl,1591 CC,5.0
Honda City ZX GXi,3449.16,2008,119000,Petrol,Manual,Second,17.7 kmpl,1497 CC,5.0
Maruti Ritz LXi,5595.3,2016,12000,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0
Ford EcoSport 1.5 TDCi Trend,11113.96,2016,46727,Diesel,Manual,First,22.77 kmpl,1498 CC,5.0
BMW 3 Series 320d,16387.34,2010,73336,Diesel,Automatic,First,13.2 kmpl,1995 CC,5.0
Hyundai Verna 1.6 SX VTVT,8431.28,2014,9000,Petrol,Manual,Second,17.01 kmpl,1591 CC,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,7818.1,2005,240000,Diesel,Manual,Fourth & Above,12.8 kmpl,2494 CC,8.0
Maruti Wagon R LXI,4982.12,2014,25422,Petrol,Manual,First,22.5 kmpl,998 CC,5.0
Maruti Ertiga VDI,14179.88,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,7.0
Maruti Alto LXi BSIII,2606.03,2008,66000,Petrol,Manual,First,19.7 kmpl,796 CC,5.0
Maruti A-Star Vxi,4399.6,2010,55324,Petrol,Manual,First,19.0 kmpl,998 CC,5.0
BMW X5 3.0d,27210.04,2009,90000,Diesel,Automatic,First,11.0 kmpl,2993 CC,5.0
Mahindra KUV 100 G80 K6 Plus 5Str,6898.32,2017,43000,Petrol,Manual,First,18.15 kmpl,1198 CC,5.0
Hyundai i10 Magna AT,4522.23,2008,58483,Petrol,Automatic,Second,19.2 kmpl,1197 CC,5.0
Honda Civic 2006-2010 1.8 S AT,3985.7,2007,93000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,5.0
Hyundai i10 Sportz 1.2,4598.88,2010,50000,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,23760.88,2014,78616,Diesel,Automatic,Second,14.84 kmpl,2143 CC,5.0
Toyota Etios G,4292.29,2011,37000,Petrol,Manual,First,17.6 kmpl,1496 CC,5.0
Honda City 1.5 E MT,3832.4,2010,54801,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0
Maruti Swift Dzire VDI,8814.52,2014,29000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0
Maruti Swift VXI,4292.29,2010,68000,Petrol,Manual,First,22.0 kmpl,1197 CC,5.0
Hyundai Verna 1.6 EX VTVT,7036.29,2014,58000,Petrol,Manual,First,17.01 kmpl,1591 CC,5.0
Maruti Ritz VDi,5595.3,2012,64290,Diesel,Manual,First,23.2 kmpl,1248 CC,5.0
Toyota Fortuner 4x2 Manual,30429.26,2015,31000,Diesel,Manual,First,13.0 kmpl,2982 CC,7.0
Jeep Compass 2.0 Limited,28359.76,2018,16039,Diesel,Manual,First,17.1 kmpl,1956 CC,5.0
Hyundai i20 Asta Option 1.2,10654.07,2017,19860,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Maruti Wagon R LXI CNG,4368.94,2014,48500,CNG,Manual,Second,26.6 kmpl,998 CC,5.0
Tata New Safari DICOR 2.2 EX 4x4 BS IV,5748.6,2012,75391,Diesel,Manual,First,13.93 kmpl,2179 CC,7.0
Maruti Swift Dzire LDi,3525.81,2008,78000,Diesel,Manual,Second,19.3 kmpl,1248 CC,5.0
Tata Indigo eCS eLS BS IV,3525.81,2016,78000,Diesel,Manual,First,25.0 kmpl,1396 CC,5.0
Maruti Swift LDI,9121.11,2016,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,5.0
Maruti Celerio VXI AT,5350.03,2016,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0
BMW 5 Series 2013-2017 530d M Sport,73122.19,2016,19254,Diesel,Automatic,First,14.69 kmpl,2993 CC,5.0
Volkswagen Polo 1.2 MPI Highline,9856.93,2015,29651,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0
Tata Safari DICOR 2.2 LX 4x2,6898.32,2011,80000,Diesel,Manual,First,13.93 kmpl,2179 CC,7.0
Mini Cooper S Carbon Edition,60935.16,2018,2971,Petrol,Automatic,First,13.6 kmpl,1598 CC,4.0
Ford Figo Petrol Titanium,6131.84,2015,21400,Petrol,Manual,First,15.6 kmpl,1196 CC,5.0
Honda City i DTEC V,10700.06,2015,77000,Diesel,Manual,First,26.0 kmpl,1498 CC,5.0
Hyundai Tucson CRDi,2682.68,2006,80000,Diesel,Manual,Second,12.6 kmpl,1991 CC,7.0
Skoda Laura Ambiente 2.0 TDI CR MT,7281.56,2013,81755,Diesel,Manual,First,20.0 kmpl,1968 CC,5.0
Toyota Fortuner 3.0 Diesel,36024.56,2016,99593,Diesel,Manual,First,11.5 kmpl,2982 CC,7.0
Hyundai Verna 1.6 SX,11481.87,2014,39791,Diesel,Manual,First,22.32 kmpl,1582 CC,5.0
Mahindra XUV500 W6 2WD,16632.62,2015,113000,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0
Renault KWID RXT,5365.36,2017,24000,Petrol,Manual,First,25.17 kmpl,799 CC,5.0
Hyundai i20 Asta 1.2,9657.65,2015,39000,Petrol,Manual,Second,18.6 kmpl,1197 CC,5.0
Honda City V AT,10347.48,2012,37000,Petrol,Automatic,First,15.6 kmpl,1497 CC,5.0
Ford Endeavour 3.2 Titanium AT 4X4,44271.88,2017,61108,Diesel,Automatic,First,10.91 kmpl,3198 CC,7.0
Skoda Superb Elegance 1.8 TSI AT,21814.02,2016,61648,Petrol,Automatic,First,13.7 kmpl,1798 CC,5.0
BMW 3 Series 320d Sport,22994.4,2012,37000,Diesel,Automatic,Third,22.69 kmpl,1995 CC,5.0
Maruti Ertiga VXI CNG,8891.17,2013,53000,CNG,Manual,First,22.8 kmpl,1373 CC,7.0
Maruti Ritz LDi,5748.6,2013,65000,Diesel,Manual,First,23.2 kmpl,1248 CC,5.0
Hyundai Santro Xing XP,1762.9,2005,120000,Petrol,Manual,First,14.8 kmpl,1086 CC,5.0
Toyota Fortuner 3.0 Diesel,19545.24,2011,148009,Diesel,Manual,Second,11.5 kmpl,2982 CC,7.0
Maruti Swift Lxi BSIII,2989.27,2009,53001,Petrol,Manual,First,16.1 kmpl,1298 CC,5.0
Tata Tigor 1.2 Revotron XT,7588.15,2018,22345,Petrol,Manual,First,20.3 kmpl,1199 CC,5.0
Honda City i VTEC CVT VX,12646.92,2015,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0
BMW 3 Series 320d,32176.83,2013,48183,Diesel,Automatic,First,13.2 kmpl,1995 CC,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,26826.8,2010,93000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,5.0
Maruti Swift VDI,8216.67,2015,53500,Diesel,Manual,First,28.4 kmpl,1248 CC,5.0
Maruti Ertiga VXI,9734.3,2014,17585,Petrol,Manual,First,16.02 kmpl,1373 CC,7.0
Hyundai Verna 1.6 VTVT,4522.23,2011,36226,Petrol,Manual,First,17.01 kmpl,1591 CC,5.0
Land Rover Discovery Sport TD4 HSE,85385.87,2019,25899,Diesel,Automatic,First,12.63 kmpl,2179 CC,5.0
Hyundai Santro Xing GL,1762.9,2009,60170,Petrol,Manual,First,17.9 kmpl,1086 CC,5.0
Mercedes-Benz New C-Class C 220 CDI Style,57486.0,2017,11200,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0
Hyundai i10 Magna 1.2,6239.15,2017,49045,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0
Volkswagen Polo Diesel Comfortline 1.2L,4583.55,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,5.0
Maruti Vitara Brezza VDi Option,12110.38,2017,40000,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0
Renault Duster 85PS Diesel RxL,11481.87,2016,36600,Diesel,Manual,First,19.87 kmpl,1461 CC,5.0
Tata Indica Vista Aqua 1.3 Quadrajet,1686.26,2009,117000,Diesel,Manual,First,18.0 kmpl,1248 CC,5.0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,85845.76,2016,16000,Diesel,Automatic,First,11.3 kmpl,2987 CC,7.0
Hyundai Xcent 1.2 CRDi S,5365.36,2016,50000,Diesel,Manual,First,25.4 kmpl,1186 CC,5.0
Hyundai Verna CRDi SX ABS,4598.88,2008,150000,Diesel,Manual,First,18.1 kmpl,1493 CC,5.0
Hyundai Verna 1.6 SX VTVT,9351.06,2014,11000,Petrol,Manual,First,17.01 kmpl,1591 CC,5.0
Ford Figo Petrol ZXI,3449.16,2010,102016,Petrol,Manual,First,15.6 kmpl,1196 CC,5.0
Maruti Swift VDI Optional,9121.11,2016,38000,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0
Renault Pulse RxL,7588.15,2013,71491,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0
Volkswagen Polo 1.2 MPI Highline,8415.95,2015,46354,Petrol,Manual,Second,16.47 kmpl,1198 CC,5.0
BMW 3 Series 320d Luxury Line,10224.84,2019,87000,Diesel,Automatic,First,22.69 kmpl,1995 CC,5.0
Skoda Rapid 1.6 MPI Active,9581.0,2015,20765,Petrol,Manual,First,15.0 kmpl,1598 CC,5.0
Hyundai Santro GS,2314.77,2005,58000,Petrol,Manual,Second,15.1 kmpl,999 CC,5.0
Audi Q7 3.0 TDI Quattro Premium Plus,53469.64,2014,51076,Diesel,Automatic,First,12.07 kmpl,2967 CC,7.0
Maruti Ciaz VDi Plus,10577.42,2016,84085,Diesel,Manual,First,26.21 kmpl,1248 CC,5.0
Honda City i DTEC VX,9182.43,2014,55000,Diesel,Manual,First,25.1 kmpl,1498 CC,5.0
Mercedes-Benz E-Class 2009-2013 E350 Petrol,15942.78,2010,73000,Petrol,Automatic,First,10.93 kmpl,3498 CC,5.0
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,44455.84,2012,50001,Diesel,Automatic,First,14.57 kmpl,2967 CC,5.0
Mahindra Xylo H4,8967.82,2016,93166,Diesel,Manual,Second,14.02 kmpl,2179 CC,7.0
Honda City 1.5 EXI AT,3387.84,2006,99583,Petrol,Automatic,Third,12.0 kmpl,1493 CC,5.0
Maruti SX4 ZXI MT BSIV,3679.1,2010,72000,Petrol,Manual,First,15.5 kmpl,1586 CC,5.0
Toyota Corolla Altis G,4598.88,2009,70000,Petrol,Manual,Third,14.53 kmpl,1798 CC,5.0
Volkswagen Vento Petrol Highline AT,5748.6,2012,61000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,5.0
Hyundai EON Era Plus,4522.23,2015,66510,Petrol,Manual,First,21.1 kmpl,814 CC,5.0
Skoda Laura Ambition 2.0 TDI CR MT,8891.17,2011,84062,Diesel,Manual,First,20.0 kmpl,1968 CC,5.0
Maruti Swift VDI,7511.5,2012,80799,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0
Toyota Corolla Altis 1.8 VL CVT,25983.67,2018,5000,Petrol,Automatic,First,14.28 kmpl,1798 CC,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,19162.0,2013,92000,Diesel,Manual,First,12.99 kmpl,2494 CC,8.0
Tata Tiago Wizz 1.05 Revotorq,7664.8,2017,53000,Diesel,Manual,First,27.28 kmpl,1047 CC,5.0
Skoda Rapid 1.6 MPI Ambition,7174.25,2015,39822,Petrol,Manual,First,15.41 kmpl,1598 CC,5.0
Ford Endeavour 3.2 Titanium AT 4X4,45682.21,2016,29000,Diesel,Automatic,First,10.91 kmpl,3198 CC,7.0
Renault KWID RXL,5304.04,2017,24214,Petrol,Manual,Second,25.17 kmpl,799 CC,5.0
Hyundai i20 1.4 Asta CRDi with AVN,6131.84,2012,75000,Diesel,Manual,First,23.0 kmpl,1396 CC,5.0
Skoda Laura Ambiente,6898.32,2012,77216,Diesel,Manual,Second,17.5 kmpl,1896 CC,5.0
Toyota Corolla Altis Diesel D4DG,8998.48,2013,74290,Diesel,Manual,First,21.43 kmpl,1364 CC,5.0
Mahindra Scorpio S8 8 Seater,14563.12,2015,61000,Diesel,Manual,First,15.4 kmpl,2179 CC,8.0
Audi Q5 2.0 TDI Premium Plus,49821.2,2013,44000,Diesel,Automatic,First,14.16 kmpl,1968 CC,5.0
Chevrolet Enjoy TCDi LS 8 Seater,5947.88,2014,74041,Diesel,Manual,First,18.2 kmpl,1248 CC,8.0
BMW 3 Series 320d,20051.12,2013,85846,Diesel,Automatic,First,22.69 kmpl,1995 CC,5.0
Nissan Sunny 2011-2014 Diesel XV,5365.36,2012,52000,Diesel,Manual,First,21.64 kmpl,1461 CC,5.0
Honda Accord 2.4 MT,5365.36,2010,47000,Petrol,Manual,Second,12.8 kmpl,2354 CC,5.0
Hyundai Verna CRDi,6821.67,2010,72010,Diesel,Manual,First,16.8 kmpl,1493 CC,5.0
Maruti Omni E MPI STD BS IV,3602.46,2015,15000,Petrol,Manual,First,16.8 kmpl,796 CC,8.0
Honda City i VTEC SV,7664.8,2015,480000,Petrol,Manual,First,17.4 kmpl,1497 CC,5.0
Audi A7 2011-2015 Sportback,42922.88,2012,24720,Diesel,Automatic,Second,15.2 kmpl,2967 CC,5.0
Ford Fiesta 1.4 ZXi Leather,3065.92,2007,75000,Petrol,Manual,Second,16.6 kmpl,1388 CC,5.0
Hyundai i20 1.4 Asta,9734.3,2015,57000,Diesel,Manual,First,22.54 kmpl,1396 CC,5.0
Mercedes-Benz E-Class E250 CDI Avantgrade,37756.8,2015,41057,Diesel,Automatic,First,13.0 kmpl,2143 CC,5.0
Maruti Wagon R LXI CNG,4598.88,2012,92000,CNG,Manual,Second,26.2 kmpl,998 CC,5.0
Ford EcoSport 1.5 TDCi Trend Plus,12110.38,2016,20000,Diesel,Manual,First,22.77 kmpl,1498 CC,5.0
Hyundai i20 1.2 Magna,4982.12,2011,52359,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0
Honda City i VTEC V,12646.92,2016,17000,Petrol,Manual,Second,17.8 kmpl,1497 CC,5.0
Nissan Micra Diesel XV,4368.94,2011,39002,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0
Ford Figo Diesel EXI,4905.47,2010,129986,Diesel,Manual,Second,20.0 kmpl,1399 CC,5.0
Nissan Micra XL,2682.68,2013,45000,Petrol,Manual,First,18.44 kmpl,1198 CC,5.0
Maruti Swift VDI BSIV,5181.4,2013,41300,Diesel,Manual,First,17.8 kmpl,1248 CC,5.0
Honda Accord 2.4 MT,8814.52,2009,82002,Petrol,Manual,Second,12.8 kmpl,2354 CC,5.0
Skoda Superb Elegance 1.8 TSI AT,7204.91,2010,67000,Petrol,Automatic,First,13.7 kmpl,1798 CC,5.0
Maruti Omni 8 Seater BSIV,4445.58,2017,21260,Petrol,Manual,First,14.0 kmpl,796 CC,5.0
Hyundai i20 Magna Optional 1.4 CRDi,6515.08,2012,55362,Diesel,Manual,First,21.9 kmpl,1396 CC,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,22227.92,2017,13000,Diesel,Automatic,First,17.01 kmpl,1582 CC,5.0
Maruti Swift VDI BSIV,8186.01,2016,45725,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0
Maruti Swift LDI BSIV,5901.9,2014,105000,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,13030.16,2009,156056,Diesel,Manual,First,12.8 kmpl,2494 CC,8.0
Hyundai Xcent 1.1 CRDi Base,6438.43,2016,135000,Diesel,Manual,First,24.4 kmpl,1120 CC,5.0
Maruti Ertiga Paseo VDI,10347.48,2016,67000,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0
Ford Endeavour 3.2 Trend AT 4X4,39856.96,2016,90000,Diesel,Automatic,First,10.91 kmpl,3198 CC,7.0
Hyundai i20 1.4 Sportz,13198.79,2019,32251,Diesel,Manual,First,22.54 kmpl,1396 CC,5.0
Maruti Zen Estilo LXI BS IV,2238.12,2009,47000,Petrol,Manual,First,19.0 kmpl,998 CC,5.0
Maruti Ritz VDi,4292.29,2011,75308,Diesel,Manual,Second,21.1 kmpl,1248 CC,5.0
Maruti Alto K10 LXI CNG Optional,6131.84,2018,44202,CNG,Manual,First,32.26 kmpl,998 CC,4.0
Honda City 1.5 S MT,8385.29,2014,58000,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0
Maruti Swift Dzire ZXi,3755.75,2009,60000,Petrol,Manual,First,17.5 kmpl,1298 CC,5.0
BMW X1 sDrive 20d Sportline,32958.64,2014,45000,Diesel,Automatic,First,17.05 kmpl,1995 CC,5.0
Tata Manza Aqua Safire,2115.48,2010,41195,Petrol,Manual,First,15.0 kmpl,1368 CC,5.0
Mahindra XUV500 W10 2WD,20694.96,2016,89000,Diesel,Manual,First,16.0 kmpl,2179 CC,7.0
Hyundai i10 Sportz AT,4752.18,2009,60510,Petrol,Automatic,Second,16.95 kmpl,1197 CC,5.0
Maruti Baleno Sigma 1.2,8415.95,2016,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,14578.45,2017,35981,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0
Ford Figo Petrol ZXI,3663.77,2012,23152,Petrol,Manual,First,15.6 kmpl,1196 CC,5.0
Maruti Wagon R CNG LXI,4982.12,2014,74663,CNG,Manual,First,33.54 kmpl,998 CC,5.0
Volkswagen Vento Sport 1.2 TSI AT,8661.22,2014,61529,Petrol,Automatic,First,18.19 kmpl,1197 CC,5.0
Mahindra Xylo D2 BS III,2835.98,2010,91596,Diesel,Manual,First,14.95 kmpl,2489 CC,7.0
Porsche Cayenne Base,3096.58,2019,14298,Petrol,Automatic,First,13.33 kmpl,2995 CC,5.0
Maruti Swift Dzire VDi,8891.17,2013,83327,Diesel,Manual,First,19.3 kmpl,1248 CC,5.0
Volkswagen Polo 1.2 MPI Highline Plus,10577.42,2017,22857,Petrol,Manual,First,16.2 kmpl,1199 CC,5.0
Hyundai Verna 1.6 VTVT,8201.34,2013,34620,Petrol,Manual,Second,17.01 kmpl,1591 CC,5.0
Hyundai i10 Era 1.1,4368.94,2010,56000,Petrol,Manual,First,19.81 kmpl,1086 CC,5.0
Mercedes-Benz E-Class E250 CDI Launch Edition,34874.84,2014,81000,Diesel,Automatic,First,13.0 kmpl,2143 CC,5.0
Maruti Zen LXI,689.83,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,5.0
Hyundai i10 Sportz,7112.93,2013,32776,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0
Honda Amaze S i-Dtech,8078.7,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0
Tata Safari Storme VX,15329.6,2016,36000,Diesel,Manual,First,14.1 kmpl,2179 CC,7.0
Honda Brio 1.2 S MT,6055.19,2015,22000,Petrol,Manual,First,18.5 kmpl,1198 CC,5.0
Hyundai i20 Asta,5181.4,2010,30754,Petrol,Manual,First,17.0 kmpl,1197 CC,5.0
Volkswagen Jetta 2012-2014 1.4 TSI,25753.73,2018,37109,Petrol,Manual,First,14.69 kmpl,1390 CC,5.0
Honda Jazz Select Edition,3050.59,2010,45000,Petrol,Manual,First,16.7 kmpl,1198 CC,5.0
Hyundai Grand i10 Sportz,8952.49,2017,33284,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0
Jaguar XF Diesel,55416.5,2016,55115,Diesel,Automatic,First,14.74 kmpl,2993 CC,5.0
Jaguar XF 2.2 Litre Luxury,39397.07,2014,18000,Diesel,Automatic,First,16.36 kmpl,2179 CC,5.0
Mahindra XUV500 W8 2WD,14164.55,2013,130790,Diesel,Manual,First,16.0 kmpl,2179 CC,7.0
Maruti S Cross DDiS 320 Alpha,11727.14,2015,16607,Diesel,Manual,First,22.7 kmpl,1598 CC,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,38799.22,2015,32205,Diesel,Automatic,First,17.11 kmpl,1968 CC,5.0
Renault Duster 110PS Diesel RxZ,7281.56,2013,67000,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0
Maruti Swift Dzire VXI,10255.5,2014,57676,Petrol,Manual,First,19.1 kmpl,1197 CC,5.0
Volkswagen Polo Petrol Trendline 1.2L,4752.18,2012,41000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0
Maruti Omni 8 Seater BSII,2376.09,2012,65000,Petrol,Manual,First,19.7 kmpl,796 CC,8.0
Hyundai Grand i10 1.2 Kappa Magna AT,10485.45,2019,12153,Petrol,Automatic,First,18.9 kmpl,1197 CC,5.0
Tata Nano Twist XT,2452.74,2014,16810,Petrol,Manual,First,25.4 kmpl,624 CC,4.0
Audi A4 30 TFSI Premium Plus,33311.22,2017,61221,Petrol,Automatic,First,17.84 kmpl,1395 CC,5.0
Volkswagen Polo 1.2 MPI Highline,7281.56,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0
Maruti Alto 800 LXI,3755.75,2015,63714,Petrol,Manual,First,22.74 kmpl,796 CC,5.0
Mini Cooper 5 DOOR D,48364.89,2019,14857,Diesel,Automatic,First,20.7 kmpl,1496 CC,5.0
